Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
925-32-2753,C,Mandalay,Member,Male,Sports and travel,47.5,5,11.88,249.38,03/06/2019,20:27,Credit card,237.5,11.88,5.7
482-61-8520,A,Yangon,Member,Male,Food and beverages,33.96,10,16.98,356.58,02/04/2019,16:05,Ewallet,339.6,16.98,8.9
488-58-8798,C,Mandalay,Normal,Male,Electronic accessories,67.3,2,6.73,141.33,01/05/2019,11:25,Credit card,134.6,6.73,9.1
197-77-1697,A,Yangon,Member,Male,Fashion accessories,75.63,8,30.25,635.29,02/12/2019,19:54,Ewallet,605.04,30.25,7.9
133-32-6152,A,Yangon,Normal,Female,Electronic accessories,69.75,2,6.98,146.48,03/11/2019,19:42,Ewallet,139.5,6.98,5.7
653-52-7288,A,Yangon,Normal,Male,Electronic accessories,28.0,5,7.0,147.0,02/19/2019,20:57,Ewallet,140.0,7.0,5.4
728-86-7499,C,Mandalay,Normal,Male,Electronic accessories,49.97,2,5.0,104.94,02/13/2019,19:49,Ewallet,99.94,5.0,9.0
699-94-7227,B,Naypyitaw,Normal,Female,Health and beauty,38.46,4,7.69,161.53,02/25/2019,12:43,Cash,153.84,7.69,9.6
498-50-6909,A,Yangon,Member,Female,Food and beverages,9.51,2,0.95,19.97,03/23/2019,12:47,Credit card,19.02,0.95,4.9
559-81-9395,A,Yangon,Normal,Male,Health and beauty,70.91,6,21.27,446.73,01/12/2019,12:27,Cash,425.46,21.27,4.6
398-62-7353,B,Naypyitaw,Member,Male,Health and beauty,17.45,9,7.85,164.9,02/11/2019,16:00,Cash,157.05,7.85,7.6
164-31-8121,A,Yangon,Member,Male,Fashion accessories,21.56,7,7.55,158.47,02/04/2019,17:09,Credit card,150.92,7.55,5.6
731-35-8501,B,Naypyitaw,Normal,Female,Sports and travel,27.62,6,8.29,174.01,03/22/2019,17:38,Ewallet,165.72,8.29,5.5
540-93-3230,A,Yangon,Member,Female,Electronic accessories,82.33,6,24.7,518.68,02/12/2019,17:21,Cash,493.98,24.7,6.3
689-41-6339,B,Naypyitaw,Normal,Male,Home and lifestyle,82.41,3,12.36,259.59,02/07/2019,20:31,Cash,247.23,12.36,9.8
663-13-8563,B,Naypyitaw,Normal,Female,Home and lifestyle,26.59,10,13.29,279.19,01/24/2019,20:49,Ewallet,265.9,13.29,10.0
242-91-5961,C,Mandalay,Normal,Female,Electronic accessories,80.52,2,8.05,169.09,02/22/2019,20:31,Credit card,161.04,8.05,8.8
618-98-7853,A,Yangon,Normal,Male,Home and lifestyle,44.78,2,4.48,94.04,03/16/2019,16:34,Cash,89.56,4.48,7.6
676-92-7547,C,Mandalay,Member,Female,Health and beauty,62.61,4,12.52,262.96,03/24/2019,19:02,Ewallet,250.44,12.52,6.1
689-38-8303,B,Naypyitaw,Member,Male,Sports and travel,25.54,5,6.39,134.09,03/13/2019,19:44,Ewallet,127.7,6.39,8.5
847-28-6707,B,Naypyitaw,Member,Female,Sports and travel,43.79,1,2.19,45.98,01/11/2019,11:53,Cash,43.79,2.19,5.8
168-48-1732,B,Naypyitaw,Member,Female,Home and lifestyle,37.43,8,14.97,314.41,03/31/2019,17:20,Credit card,299.44,14.97,4.6
665-30-6422,C,Mandalay,Normal,Male,Health and beauty,64.17,2,6.42,134.76,02/01/2019,18:11,Credit card,128.34,6.42,5.0
728-35-8365,C,Mandalay,Member,Female,Sports and travel,23.05,3,3.46,72.61,02/20/2019,10:47,Cash,69.15,3.46,7.9
918-78-4063,C,Mandalay,Member,Female,Sports and travel,24.4,4,4.88,102.48,01/09/2019,19:06,Credit card,97.6,4.88,8.5
497-88-7431,B,Naypyitaw,Normal,Male,Home and lifestyle,60.96,5,15.24,320.04,03/23/2019,15:38,Ewallet,304.8,15.24,6.9
186-96-3194,C,Mandalay,Normal,Female,Health and beauty,23.8,10,11.9,249.9,02/08/2019,19:37,Cash,238.0,11.9,8.0
241-83-7286,B,Naypyitaw,Normal,Male,Health and beauty,39.86,3,5.98,125.56,02/19/2019,16:38,Ewallet,119.58,5.98,4.8
154-55-1157,B,Naypyitaw,Member,Female,Electronic accessories,54.17,3,8.13,170.64,02/10/2019,17:39,Credit card,162.51,8.13,4.8
960-66-9006,B,Naypyitaw,Normal,Male,Electronic accessories,67.25,9,30.26,635.51,03/04/2019,16:45,Credit card,605.25,30.26,6.5
860-73-9369,A,Yangon,Member,Male,Health and beauty,31.99,1,1.6,33.59,01/22/2019,17:36,Cash,31.99,1.6,7.2
535-23-5055,A,Yangon,Normal,Male,Food and beverages,34.81,6,10.44,219.3,02/26/2019,18:13,Credit card,208.86,10.44,8.5
855-85-6744,B,Naypyitaw,Normal,Female,Health and beauty,45.13,2,4.51,94.77,01/31/2019,13:51,Cash,90.26,4.51,10.0
645-45-9827,C,Mandalay,Member,Female,Food and beverages,48.17,3,7.23,151.74,01/08/2019,19:22,Credit card,144.51,7.23,8.9
868-62-1971,A,Yangon,Normal,Female,Home and lifestyle,81.53,5,20.38,428.03,03/28/2019,11:08,Credit card,407.65,20.38,7.1
245-83-5402,B,Naypyitaw,Member,Male,Fashion accessories,64.91,3,9.74,204.47,03/28/2019,16:31,Ewallet,194.73,9.74,9.0
599-51-1040,C,Mandalay,Normal,Female,Sports and travel,38.2,2,3.82,80.22,03/30/2019,15:29,Ewallet,76.4,3.82,8.5
430-46-6533,C,Mandalay,Normal,Female,Health and beauty,41.82,9,18.82,395.2,01/28/2019,17:17,Ewallet,376.38,18.82,9.8
978-30-8230,C,Mandalay,Normal,Male,Food and beverages,7.53,1,0.38,7.91,02/28/2019,10:07,Cash,7.53,0.38,7.8
469-42-2350,B,Naypyitaw,Member,Female,Health and beauty,80.57,3,12.09,253.8,02/05/2019,11:41,Credit card,241.71,12.09,5.8
820-22-1017,B,Naypyitaw,Member,Male,Fashion accessories,66.08,5,16.52,346.92,02/24/2019,20:05,Cash,330.4,16.52,8.5
223-64-3165,A,Yangon,Member,Male,Sports and travel,46.36,4,9.27,194.71,01/02/2019,15:52,Credit card,185.44,9.27,6.7
892-27-3340,B,Naypyitaw,Normal,Male,Health and beauty,18.26,2,1.83,38.35,02/08/2019,12:24,Ewallet,36.52,1.83,6.2
803-66-4559,A,Yangon,Member,Male,Food and beverages,44.73,6,13.42,281.8,01/20/2019,16:39,Cash,268.38,13.42,7.8
760-20-5065,A,Yangon,Member,Male,Health and beauty,38.12,7,13.34,280.18,01/18/2019,13:17,Credit card,266.84,13.34,6.6
761-16-4921,C,Mandalay,Member,Female,Food and beverages,16.3,5,4.08,85.58,01/25/2019,16:18,Credit card,81.5,4.08,7.6
424-26-7337,B,Naypyitaw,Member,Male,Sports and travel,14.97,10,7.48,157.18,01/02/2019,15:59,Cash,149.7,7.48,9.3
161-60-9300,C,Mandalay,Member,Female,Sports and travel,11.17,2,1.12,23.46,02/03/2019,13:02,Cash,22.34,1.12,4.4
185-49-2294,B,Naypyitaw,Normal,Female,Fashion accessories,14.59,7,5.11,107.24,03/20/2019,12:17,Credit card,102.13,5.11,7.2
417-99-8167,C,Mandalay,Normal,Male,Electronic accessories,65.74,10,32.87,690.27,03/29/2019,20:04,Cash,657.4,32.87,9.0
859-94-3877,C,Mandalay,Member,Male,Electronic accessories,24.28,7,8.5,178.46,01/08/2019,14:42,Ewallet,169.96,8.5,7.7
229-44-2934,A,Yangon,Member,Male,Health and beauty,86.24,8,34.5,724.42,02/03/2019,12:23,Ewallet,689.92,34.5,7.1
566-75-6900,A,Yangon,Normal,Female,Home and lifestyle,31.2,2,3.12,65.52,03/22/2019,11:31,Credit card,62.4,3.12,9.9
858-75-1042,A,Yangon,Normal,Male,Sports and travel,64.13,5,16.03,336.68,03/28/2019,11:14,Ewallet,320.65,16.03,9.4
831-93-7870,A,Yangon,Member,Male,Health and beauty,40.64,6,12.19,256.03,01/05/2019,18:51,Cash,243.84,12.19,4.9
789-16-3938,A,Yangon,Normal,Male,Home and lifestyle,31.8,6,9.54,200.34,02/17/2019,11:32,Credit card,190.8,9.54,4.5
666-68-1130,A,Yangon,Normal,Male,Food and beverages,52.63,8,21.05,442.09,02/09/2019,15:05,Ewallet,421.04,21.05,8.6
659-41-3466,B,Naypyitaw,Normal,Female,Electronic accessories,34.41,10,17.21,361.31,03/05/2019,13:46,Credit card,344.1,17.21,6.2
877-94-7164,A,Yangon,Member,Male,Sports and travel,54.52,6,16.36,343.48,01/02/2019,15:00,Credit card,327.12,16.36,8.2
386-21-1719,C,Mandalay,Member,Female,Fashion accessories,86.65,9,38.99,818.84,01/08/2019,12:45,Ewallet,779.85,38.99,6.5
706-82-2020,A,Yangon,Normal,Female,Food and beverages,36.94,2,3.69,77.57,03/23/2019,16:04,Cash,73.88,3.69,7.0
563-44-4827,B,Naypyitaw,Member,Male,Fashion accessories,76.07,5,19.02,399.37,02/20/2019,15:20,Cash,380.35,19.02,9.6
466-36-8404,A,Yangon,Member,Male,Electronic accessories,28.15,2,2.81,59.11,02/22/2019,11:34,Ewallet,56.3,2.81,6.8
320-51-3430,B,Naypyitaw,Member,Female,Sports and travel,66.53,3,9.98,209.57,03/31/2019,19:02,Ewallet,199.59,9.98,5.8
975-67-5093,A,Yangon,Normal,Male,Fashion accessories,11.92,9,5.36,112.64,01/23/2019,10:25,Cash,107.28,5.36,5.8
943-61-7098,A,Yangon,Member,Male,Sports and travel,14.32,1,0.72,15.04,01/29/2019,12:12,Ewallet,14.32,0.72,8.7
231-21-6432,C,Mandalay,Normal,Male,Fashion accessories,87.77,1,4.39,92.16,03/24/2019,17:51,Ewallet,87.77,4.39,5.2
799-64-3831,A,Yangon,Member,Female,Health and beauty,44.65,10,22.33,468.83,03/05/2019,10:24,Ewallet,446.5,22.33,8.3
762-47-9173,B,Naypyitaw,Normal,Male,Electronic accessories,85.67,8,34.27,719.63,03/21/2019,19:15,Cash,685.36,34.27,4.2
745-79-1319,B,Naypyitaw,Member,Female,Food and beverages,26.07,5,6.52,136.87,03/24/2019,18:15,Ewallet,130.35,6.52,6.5
284-13-6224,B,Naypyitaw,Normal,Female,Fashion accessories,35.52,8,14.21,298.37,02/11/2019,16:17,Credit card,284.16,14.21,7.4
353-94-4951,C,Mandalay,Normal,Male,Electronic accessories,57.35,8,22.94,481.74,01/30/2019,12:06,Ewallet,458.8,22.94,8.6
706-50-6878,B,Naypyitaw,Member,Male,Food and beverages,24.51,7,8.58,180.15,01/23/2019,12:15,Credit card,171.57,8.58,9.0
279-72-1621,C,Mandalay,Member,Female,Health and beauty,76.94,4,15.39,323.15,03/05/2019,18:19,Credit card,307.76,15.39,8.9
233-53-3907,A,Yangon,Member,Male,Health and beauty,48.24,9,21.71,455.87,03/20/2019,13:51,Ewallet,434.16,21.71,6.0
821-94-7481,B,Naypyitaw,Member,Male,Health and beauty,71.95,3,10.79,226.64,02/16/2019,11:23,Credit card,215.85,10.79,9.1
764-50-3854,C,Mandalay,Normal,Female,Health and beauty,88.07,3,13.21,277.42,02/25/2019,20:31,Cash,264.21,13.21,8.4
281-10-7415,C,Mandalay,Member,Female,Food and beverages,49.79,10,24.89,522.79,03/30/2019,14:08,Credit card,497.9,24.89,6.3
863-19-4899,C,Mandalay,Normal,Male,Health and beauty,61.17,4,12.23,256.91,03/05/2019,12:21,Credit card,244.68,12.23,4.6
362-23-1020,B,Naypyitaw,Member,Male,Home and lifestyle,44.6,6,13.38,280.98,02/01/2019,11:22,Credit card,267.6,13.38,5.6
948-71-4695,A,Yangon,Normal,Female,Sports and travel,44.52,7,15.58,327.22,03/11/2019,16:06,Ewallet,311.64,15.58,6.3
484-30-2228,A,Yangon,Member,Male,Sports and travel,32.31,1,1.62,33.93,01/10/2019,15:10,Cash,32.31,1.62,9.7
154-22-6424,C,Mandalay,Normal,Female,Health and beauty,44.51,1,2.23,46.74,03/19/2019,16:10,Credit card,44.51,2.23,7.9
960-72-3516,A,Yangon,Normal,Female,Electronic accessories,38.79,5,9.7,203.65,02/20/2019,19:35,Credit card,193.95,9.7,4.6
126-36-3798,A,Yangon,Normal,Male,Home and lifestyle,72.14,5,18.04,378.74,03/03/2019,13:06,Ewallet,360.7,18.04,7.8
757-79-7349,C,Mandalay,Normal,Male,Home and lifestyle,69.3,5,17.32,363.82,03/26/2019,14:05,Ewallet,346.5,17.32,6.8
375-82-2009,A,Yangon,Normal,Female,Home and lifestyle,15.26,8,6.1,128.18,02/03/2019,13:53,Ewallet,122.08,6.1,6.6
162-59-9561,A,Yangon,Member,Male,Fashion accessories,72.65,6,21.8,457.7,03/17/2019,13:35,Credit card,435.9,21.8,6.5
629-83-3415,B,Naypyitaw,Member,Female,Food and beverages,9.34,5,2.34,49.04,01/05/2019,18:36,Cash,46.7,2.34,9.4
942-90-3422,A,Yangon,Member,Male,Sports and travel,18.83,4,3.77,79.09,03/29/2019,16:12,Ewallet,75.32,3.77,6.5
994-11-9561,C,Mandalay,Member,Female,Home and lifestyle,52.61,7,18.41,386.68,02/05/2019,18:29,Ewallet,368.27,18.41,7.3
898-22-5687,B,Naypyitaw,Member,Female,Health and beauty,57.03,10,28.52,598.82,01/13/2019,11:36,Ewallet,570.3,28.52,8.6
247-89-7581,C,Mandalay,Normal,Female,Home and lifestyle,53.76,8,21.5,451.58,01/23/2019,14:25,Cash,430.08,21.5,6.8
912-48-6094,A,Yangon,Member,Female,Sports and travel,74.46,8,29.78,625.46,01/03/2019,15:52,Ewallet,595.68,29.78,9.4
526-87-2462,B,Naypyitaw,Member,Male,Sports and travel,78.2,5,19.55,410.55,02/11/2019,14:46,Ewallet,391.0,19.55,6.7
262-18-6097,A,Yangon,Normal,Male,Sports and travel,63.16,8,25.26,530.54,01/08/2019,18:50,Credit card,505.28,25.26,9.2
133-68-1828,C,Mandalay,Member,Female,Food and beverages,6.59,10,3.3,69.2,01/26/2019,10:15,Credit card,65.9,3.3,5.2
347-57-9008,B,Naypyitaw,Normal,Male,Fashion accessories,48.41,8,19.36,406.64,01/16/2019,20:01,Cash,387.28,19.36,7.8
128-59-1813,C,Mandalay,Normal,Male,Sports and travel,34.48,9,15.52,325.84,02/03/2019,11:18,Credit card,310.32,15.52,5.0
985-97-1145,A,Yangon,Member,Male,Food and beverages,42.27,4,8.45,177.53,02/22/2019,18:01,Credit card,169.08,8.45,5.6
485-54-8520,B,Naypyitaw,Member,Male,Electronic accessories,63.67,5,15.92,334.27,03/24/2019,14:27,Ewallet,318.35,15.92,9.7
778-57-5631,B,Naypyitaw,Normal,Female,Electronic accessories,80.94,9,36.42,764.88,01/14/2019,10:32,Credit card,728.46,36.42,6.4
828-93-5895,B,Naypyitaw,Normal,Male,Fashion accessories,87.07,6,26.12,548.54,02/05/2019,14:41,Ewallet,522.42,26.12,7.8
402-43-7857,A,Yangon,Member,Male,Electronic accessories,67.84,7,23.74,498.62,01/04/2019,20:31,Credit card,474.88,23.74,8.1
619-48-3785,B,Naypyitaw,Member,Male,Sports and travel,58.04,4,11.61,243.77,03/02/2019,20:22,Cash,232.16,11.61,7.8
443-93-2463,C,Mandalay,Normal,Male,Food and beverages,12.04,8,4.82,101.14,03/13/2019,12:43,Ewallet,96.32,4.82,5.6
154-91-2166,A,Yangon,Normal,Male,Home and lifestyle,39.13,6,11.74,246.52,03/01/2019,11:30,Cash,234.78,11.74,7.5
450-62-8496,B,Naypyitaw,Normal,Male,Electronic accessories,48.05,5,12.01,252.26,01/20/2019,12:12,Credit card,240.25,12.01,9.2
562-45-4430,A,Yangon,Member,Male,Home and lifestyle,58.07,6,17.42,365.84,03/23/2019,10:00,Cash,348.42,17.42,5.1
492-10-1618,A,Yangon,Normal,Male,Food and beverages,38.8,3,5.82,122.22,02/21/2019,16:30,Ewallet,116.4,5.82,7.8
810-54-6113,C,Mandalay,Member,Female,Electronic accessories,30.25,9,13.61,285.86,03/22/2019,13:14,Cash,272.25,13.61,8.1
632-86-9587,A,Yangon,Normal,Female,Health and beauty,75.91,2,7.59,159.41,02/07/2019,17:46,Ewallet,151.82,7.59,5.8
329-26-4460,B,Naypyitaw,Normal,Male,Sports and travel,62.51,6,18.75,393.81,02/21/2019,10:14,Cash,375.06,18.75,5.0
708-16-2771,C,Mandalay,Member,Male,Health and beauty,40.02,1,2.0,42.02,03/10/2019,19:03,Cash,40.02,2.0,7.8
811-97-1152,C,Mandalay,Member,Male,Health and beauty,40.42,8,16.17,339.53,03/02/2019,12:13,Cash,323.36,16.17,7.3
732-25-5631,B,Naypyitaw,Normal,Male,Sports and travel,59.05,10,29.53,620.03,01/14/2019,18:46,Credit card,590.5,29.53,6.5
519-47-3627,A,Yangon,Member,Female,Health and beauty,72.24,4,14.45,303.41,01/26/2019,15:45,Credit card,288.96,14.45,9.0
213-83-9095,A,Yangon,Member,Female,Food and beverages,23.18,8,9.27,194.71,03/27/2019,11:58,Credit card,185.44,9.27,4.0
202-32-1646,A,Yangon,Member,Male,Health and beauty,46.54,4,9.31,195.47,02/03/2019,17:03,Cash,186.16,9.31,9.9
241-94-3793,B,Naypyitaw,Normal,Female,Home and lifestyle,18.93,2,1.89,39.75,01/06/2019,10:54,Credit card,37.86,1.89,8.5
567-44-7319,B,Naypyitaw,Normal,Female,Home and lifestyle,39.2,2,3.92,82.32,01/15/2019,16:25,Credit card,78.4,3.92,6.1
704-71-8178,C,Mandalay,Member,Female,Sports and travel,58.73,3,8.81,185.0,01/21/2019,11:26,Ewallet,176.19,8.81,4.4
599-24-7738,A,Yangon,Normal,Female,Food and beverages,52.44,1,2.62,55.06,01/17/2019,17:58,Credit card,52.44,2.62,9.3
678-38-6542,B,Naypyitaw,Normal,Male,Health and beauty,10.99,6,3.3,69.24,03/09/2019,19:46,Credit card,65.94,3.3,9.2
959-81-1894,C,Mandalay,Normal,Male,Food and beverages,31.51,4,6.3,132.34,03/24/2019,16:09,Credit card,126.04,6.3,8.0
151-74-4648,A,Yangon,Normal,Male,Fashion accessories,13.99,3,2.1,44.07,01/31/2019,15:17,Cash,41.97,2.1,6.9
610-67-6178,C,Mandalay,Normal,Female,Fashion accessories,44.73,2,4.47,93.93,02/27/2019,11:54,Ewallet,89.46,4.47,8.8
752-48-9328,A,Yangon,Member,Male,Sports and travel,12.51,7,4.38,91.95,01/12/2019,19:39,Cash,87.57,4.38,7.3
734-86-8751,C,Mandalay,Normal,Female,Electronic accessories,80.33,1,4.02,84.35,02/12/2019,18:49,Cash,80.33,4.02,9.1
748-47-9973,C,Mandalay,Normal,Female,Fashion accessories,68.75,2,6.88,144.38,02/13/2019,15:53,Ewallet,137.5,6.88,5.3
725-35-4072,C,Mandalay,Member,Male,Home and lifestyle,22.25,8,8.9,186.9,02/22/2019,11:16,Ewallet,178.0,8.9,8.3
226-67-8493,A,Yangon,Normal,Male,Sports and travel,17.54,6,5.26,110.5,03/23/2019,20:37,Ewallet,105.24,5.26,6.5
620-32-3845,C,Mandalay,Normal,Male,Food and beverages,45.49,9,20.47,429.88,02/25/2019,19:30,Ewallet,409.41,20.47,7.3
809-41-5482,C,Mandalay,Normal,Male,Electronic accessories,63.49,10,31.75,666.65,02/19/2019,16:38,Credit card,634.9,31.75,5.9
818-80-6143,B,Naypyitaw,Normal,Female,Home and lifestyle,42.13,3,6.32,132.71,03/07/2019,14:53,Ewallet,126.39,6.32,8.2
765-32-9255,C,Mandalay,Member,Male,Fashion accessories,65.15,10,32.58,684.08,03/28/2019,12:45,Ewallet,651.5,32.58,8.1
865-78-5684,C,Mandalay,Member,Female,Fashion accessories,46.43,9,20.89,438.76,03/27/2019,16:43,Cash,417.87,20.89,7.4
799-42-3399,B,Naypyitaw,Member,Male,Health and beauty,14.25,3,2.14,44.89,02/04/2019,12:18,Cash,42.75,2.14,4.3
675-38-7371,A,Yangon,Member,Female,Fashion accessories,36.69,1,1.83,38.52,03/20/2019,20:47,Credit card,36.69,1.83,6.7
155-11-5117,A,Yangon,Member,Female,Food and beverages,27.91,7,9.77,205.14,03/29/2019,15:35,Cash,195.37,9.77,8.7
842-34-5819,A,Yangon,Member,Female,Food and beverages,46.53,6,13.96,293.14,03/19/2019,13:49,Credit card,279.18,13.96,7.3
233-30-5178,B,Naypyitaw,Member,Male,Electronic accessories,24.55,9,11.05,232.0,02/05/2019,18:16,Ewallet,220.95,11.05,4.2
777-48-9037,A,Yangon,Member,Female,Home and lifestyle,79.79,3,11.97,251.34,03/22/2019,19:53,Ewallet,239.37,11.97,7.6
617-30-7814,C,Mandalay,Member,Female,Food and beverages,33.9,6,10.17,213.57,03/08/2019,11:50,Credit card,203.4,10.17,9.7
323-89-9691,C,Mandalay,Member,Female,Food and beverages,53.59,4,10.72,225.08,02/12/2019,15:18,Cash,214.36,10.72,8.0
140-97-6258,B,Naypyitaw,Member,Male,Food and beverages,29.51,6,8.85,185.91,03/20/2019,19:15,Credit card,177.06,8.85,9.4
620-67-8975,B,Naypyitaw,Normal,Female,Health and beauty,11.98,5,3.0,62.9,02/17/2019,18:51,Credit card,59.9,3.0,7.1
741-18-4453,A,Yangon,Normal,Male,Home and lifestyle,81.22,2,8.12,170.56,03/10/2019,18:00,Credit card,162.44,8.12,5.0
173-97-3519,C,Mandalay,Normal,Male,Fashion accessories,51.02,4,10.2,214.28,02/25/2019,20:52,Ewallet,204.08,10.2,8.2
941-39-5237,A,Yangon,Member,Female,Sports and travel,13.8,2,1.38,28.98,03/13/2019,11:36,Ewallet,27.6,1.38,8.8
837-89-2036,B,Naypyitaw,Normal,Female,Sports and travel,11.18,6,3.35,70.43,03/10/2019,10:41,Cash,67.08,3.35,8.0
388-66-7249,C,Mandalay,Member,Male,Food and beverages,10.84,9,4.88,102.44,02/08/2019,19:05,Cash,97.56,4.88,8.7
247-48-7113,B,Naypyitaw,Normal,Male,Fashion accessories,25.59,9,11.52,241.83,03/11/2019,14:40,Ewallet,230.31,11.52,8.5
315-54-4469,A,Yangon,Member,Male,Food and beverages,36.5,1,1.83,38.33,03/12/2019,11:19,Ewallet,36.5,1.83,6.4
918-82-1891,B,Naypyitaw,Member,Male,Fashion accessories,57.35,4,11.47,240.87,01/15/2019,12:42,Ewallet,229.4,11.47,5.5
465-26-4842,C,Mandalay,Normal,Male,Sports and travel,27.55,2,2.76,57.86,03/16/2019,17:21,Credit card,55.1,2.76,5.2
679-82-6971,A,Yangon,Member,Male,Home and lifestyle,44.9,8,17.96,377.16,02/09/2019,19:09,Cash,359.2,17.96,7.7
960-56-3200,B,Naypyitaw,Member,Male,Sports and travel,65.0,4,13.0,273.0,03/24/2019,16:17,Cash,260.0,13.0,8.3
761-87-2343,C,Mandalay,Normal,Female,Fashion accessories,36.7,8,14.68,308.28,03/12/2019,11:11,Cash,293.6,14.68,5.8
932-84-7637,B,Naypyitaw,Normal,Male,Electronic accessories,73.19,2,7.32,153.7,03/06/2019,20:01,Credit card,146.38,7.32,9.4
890-85-5767,C,Mandalay,Normal,Male,Electronic accessories,52.77,9,23.75,498.68,02/16/2019,16:14,Credit card,474.93,23.75,8.7
875-75-3299,A,Yangon,Normal,Male,Sports and travel,10.74,9,4.83,101.49,03/20/2019,20:10,Cash,96.66,4.83,5.4
370-57-4834,B,Naypyitaw,Member,Male,Electronic accessories,90.13,8,36.05,757.09,03/04/2019,13:04,Credit card,721.04,36.05,4.2
205-76-5480,A,Yangon,Normal,Male,Fashion accessories,81.43,8,32.57,684.01,01/06/2019,20:20,Cash,651.44,32.57,9.3
485-38-9460,C,Mandalay,Normal,Male,Home and lifestyle,38.67,7,13.53,284.22,01/10/2019,18:16,Credit card,270.69,13.53,7.9
178-75-5600,B,Naypyitaw,Normal,Female,Home and lifestyle,12.48,10,6.24,131.04,02/26/2019,12:14,Cash,124.8,6.24,9.3
438-24-8889,A,Yangon,Member,Male,Electronic accessories,72.38,10,36.19,759.99,01/30/2019,16:51,Cash,723.8,36.19,4.7
687-85-3639,C,Mandalay,Member,Female,Sports and travel,55.31,3,8.3,174.23,02/01/2019,10:08,Credit card,165.93,8.3,6.5
752-12-5644,A,Yangon,Member,Male,Fashion accessories,28.66,3,4.3,90.28,02/21/2019,19:36,Ewallet,85.98,4.3,5.1
885-33-9369,A,Yangon,Normal,Female,Electronic accessories,32.55,3,4.88,102.53,01/19/2019,19:52,Cash,97.65,4.88,6.5
307-76-9263,B,Naypyitaw,Normal,Female,Electronic accessories,20.51,10,10.26,215.36,01/17/2019,11:01,Credit card,205.1,10.26,6.3
220-21-8901,C,Mandalay,Member,Male,Sports and travel,73.11,8,29.24,614.12,03/10/2019,18:48,Ewallet,584.88,29.24,7.6
921-71-7246,C,Mandalay,Normal,Male,Electronic accessories,44.63,7,15.62,328.03,03/09/2019,16:14,Credit card,312.41,15.62,4.3
997-79-7695,B,Naypyitaw,Normal,Male,Food and beverages,31.24,5,7.81,164.01,01/11/2019,14:38,Ewallet,156.2,7.81,5.4
923-50-7698,B,Naypyitaw,Member,Male,Electronic accessories,24.43,9,10.99,230.86,03/25/2019,13:44,Credit card,219.87,10.99,4.0
726-45-7511,B,Naypyitaw,Normal,Male,Health and beauty,30.29,10,15.14,318.04,02/24/2019,19:23,Credit card,302.9,15.14,9.1
892-60-3262,A,Yangon,Member,Female,Sports and travel,48.84,9,21.98,461.54,02/09/2019,19:22,Cash,439.56,21.98,5.5
813-97-1852,C,Mandalay,Normal,Male,Health and beauty,18.02,3,2.7,56.76,02/13/2019,18:39,Credit card,54.06,2.7,7.1
479-20-1618,A,Yangon,Member,Male,Sports and travel,74.81,8,29.92,628.4,01/09/2019,14:14,Ewallet,598.48,29.92,6.6
549-11-4304,C,Mandalay,Normal,Female,Sports and travel,14.02,10,7.01,147.21,01/23/2019,20:31,Credit card,140.2,7.01,8.6
136-56-4919,C,Mandalay,Member,Female,Food and beverages,33.08,10,16.54,347.34,03/20/2019,12:43,Ewallet,330.8,16.54,8.2
115-18-2477,C,Mandalay,Member,Male,Health and beauty,38.25,7,13.39,281.14,03/17/2019,13:33,Cash,267.75,13.39,6.4
367-32-7670,C,Mandalay,Normal,Female,Home and lifestyle,56.26,4,11.25,236.29,02/21/2019,19:00,Cash,225.04,11.25,5.2
810-66-7178,C,Mandalay,Normal,Male,Health and beauty,74.24,2,7.42,155.9,03/10/2019,19:16,Cash,148.48,7.42,9.7
169-58-4610,C,Mandalay,Normal,Male,Sports and travel,72.76,8,29.1,611.18,03/03/2019,11:16,Cash,582.08,29.1,9.2
195-61-6603,C,Mandalay,Normal,Male,Fashion accessories,49.32,6,14.8,310.72,02/03/2019,13:18,Cash,295.92,14.8,4.1
294-73-4271,A,Yangon,Normal,Male,Food and beverages,17.02,6,5.11,107.23,01/24/2019,20:59,Cash,102.12,5.11,7.4
897-23-2964,A,Yangon,Normal,Male,Fashion accessories,24.22,4,4.84,101.72,03/21/2019,15:09,Ewallet,96.88,4.84,5.5
688-45-9041,A,Yangon,Member,Female,Fashion accessories,75.84,1,3.79,79.63,02/10/2019,17:57,Credit card,75.84,3.79,6.2
133-74-6689,A,Yangon,Normal,Female,Food and beverages,12.05,10,6.03,126.53,02/24/2019,17:34,Ewallet,120.5,6.03,7.2
488-84-2650,B,Naypyitaw,Normal,Male,Fashion accessories,44.81,9,20.16,423.45,01/02/2019,20:13,Ewallet,403.29,20.16,8.1
288-73-7945,B,Naypyitaw,Member,Female,Home and lifestyle,29.31,5,7.33,153.88,03/20/2019,15:23,Credit card,146.55,7.33,6.8
933-22-5422,A,Yangon,Normal,Female,Sports and travel,41.55,5,10.39,218.14,03/15/2019,20:14,Cash,207.75,10.39,7.4
531-73-3203,A,Yangon,Normal,Female,Food and beverages,49.0,3,7.35,154.35,03/02/2019,10:11,Ewallet,147.0,7.35,8.4
267-17-4530,C,Mandalay,Normal,Female,Food and beverages,35.92,5,8.98,188.58,02/20/2019,11:44,Cash,179.6,8.98,7.4
